title,engine_size,engine_type,total_kms,price,link
Superior Autos,Independent Dealer,2016,2.0 Diesel,"€20,995",/cars-for-sale/2016-audi-a4-s-line-auto-150bhp/37667783?campaign=3
Webb Motors,Independent Dealer,2014,2.0 Diesel,"€13,650",/cars-for-sale/audi-a4-2-0-tdi-s-line-sale/37143138
Audi A4 2016,2016,2.0 Diesel,"128,000 mi","€14,000",/cars-for-sale/audi-a4-2016/37494769
Delta Car Sales Ltd,Independent Dealer,2016,1.4 Petrol,"€15,900",/cars-for-sale/2016-audi-a4-sport-1-4-tfsi-150bhp-nct-08-26/37606834
D & L O'Connell Bros Car Sales LTD,Independent Dealer,2016,2.0 Diesel,"€16,950",/cars-for-sale/audi-a4-2-0-tdi-se-ultra-148bhp-4dr-150ps/37005493
"142 AUDI A4 2.0 TDI TECHNIK,LEATHER,NAV,NCT 2025",2014,2.0 Diesel,"189,000 mi","€7,450",/cars-for-sale/142-audi-a4-2-0-tdi-technik-leather-nav-nct-2025/37608239
D & L O'Connell Bros Car Sales LTD,Independent Dealer,2015,2.0 Diesel,"€13,900",/cars-for-sale/audi-a4-2-0-tdi-150-se-multi-4dr-auto/37627882
D & L O'Connell Bros Car Sales LTD,Independent Dealer,2016,2.0 Diesel,"€16,900",/cars-for-sale/audi-a4-2-0-tdi-150-se-18-4dr/37690099
D & L O'Connell Bros Car Sales LTD,Independent Dealer,2015,2.0 Diesel,"€14,950",/cars-for-sale/audi-a4-2-0-tdi-s-line-ultra-163ps-5-5dr/37627118
D & L O'Connell Bros Car Sales LTD,Independent Dealer,2016,2.0 Diesel,"€16,950",/cars-for-sale/audi-a4-2-0-tdi-150-se-ultra-4dr/37413715
Audi A4 Sline 2.0 Tdi 150 Bhp 2016 NEW NCT,2016,2.0 Diesel,"178,000 mi","€13,950",/cars-for-sale/audi-a4-sline-2-0-tdi-150-bhp-2016-new-nct/37602669
Minx Motors,Independent Dealer,2014,2.0 Diesel,"€8,490",/cars-for-sale/audi-a4-2014-automatic-08-25/36871024
Audi A4 2015 TDI Manual Well Maintained Car,2015,2.0 Diesel,"156,000 mi","€13,450",/cars-for-sale/audi-a4-2015-tdi-manual-well-maintained-car/37550675
2016 Audi A4 S-Line 2.0 TDI 150PS S Tronic,2016,2.0 Diesel,"202,400 km","€18,000",/cars-for-sale/2016-audi-a4-s-line-2-0-tdi-150ps-s-tronic/37550622
Audi Approved :plus Drogheda,Franchise Dealer4.5/5,2016,1.4 Petrol,"€20,400",/cars-for-sale/audi-a4-1-4tfsi-150hp-sport/37619796
Audi A4 2016,2016,2.0 Diesel,"163,000 km","€17,000",/cars-for-sale/audi-a4-2016/37689055
Car,2014,2.0 Diesel,"145,000 mi","€9,950",/cars-for-sale/car/37219786
DG Cars & 4X4 LTD,Independent Dealer,2016,2.0 Diesel,€0,/cars-for-sale/2016-audi-a4-2-0-tdi-190-sport-ultra/37406487
DG Cars & 4X4 LTD,Independent Dealer,2016,2.0 Diesel,€0,/cars-for-sale/2016-audi-a4-2-0-tdi-s-line-automatic/37529059
Audi A4 2015,2015,2.0 Diesel,"95,000 mi","€15,950",/cars-for-sale/audi-a4-2015/37709245
Naas Road Autos,Independent Dealer,2015,2.0 Petrol,"€16,950",/cars-for-sale/audi-a4-2-0-s-line-plus-5dr-estate-automatic-n/37708365
Audi A4  S-LINE 2016 **LOW MILEAGE **,2016,2.0 Diesel,"76,000 mi","€15,999",/cars-for-sale/audi-a4-s-line-2016-low-mileage/37632795
Car Dealz,Independent Dealer,2014,2.0 Diesel,"€9,995",/cars-for-sale/audi-a4-2014-auto2-0-tdi-se-technik-177psnct-tax/36437257
Broughan Motors,Independent Dealer,2015,2.0 Diesel,"€11,999",/cars-for-sale/audi-a4-2015-s-line-avant-auto/36224823
AJ Cars Sligo,Independent Dealer,2016,2.0 Diesel,"€16,950",/cars-for-sale/lovely-audi-a4-estate-2-0tdi-150bhp-ultra-2016/37562168
AJ Cars Sligo,Independent Dealer,2016,2.0 Diesel,"€16,950",/cars-for-sale/lovely-audi-a4-sport-2-0tdi-150bhp-manual-2016162/37603311
GE Motors,Independent Dealer,2014,2.0 Diesel,"€10,950",/cars-for-sale/142-audi-a4-estate-2-0-tdi-full-leather/37388678
A4 SLine Auto 190bhp,2016,2.0 Diesel,"150,000 mi","€16,750",/cars-for-sale/a4-sline-auto-190bhp/36759445
"Audi A4, SLine, Automatic",2016,2.0 Diesel,"150,000 mi","€17,500",/cars-for-sale/audi-a4-sline-automatic/37546193
DG Prestige Motors,Independent Dealer,2016,2.0 Diesel,"€21,995",/cars-for-sale/161-audi-a4-s-line-black-pack/37704662
Audi a4 2015,2015,2.0 Diesel,"81,250 mi","€14,990",/cars-for-sale/audi-a4-2015/37545219
JMC Car Sales,Independent Dealer,2016,2.0 Diesel,"€19,995",/cars-for-sale/stunning-audi-a4-sline/37702836?campaign=3
SPOTLIGHT,2015,2.0 Diesel,149 mi,"€15,250",/cars-for-sale/audi-a4/37512981?campaign=3
Superior Autos,Independent Dealer,2016,2.0 Diesel,"€20,995",/cars-for-sale/2016-audi-a4-s-line-auto-150bhp/37667783?campaign=3
2014 Audi A4 SE 215bhp NEED GONE,2014,2.0 Diesel,"270,000 km","€8,500",/cars-for-sale/2014-audi-a4-se-215bhp-need-gone/36826157
Car,2014,2.0 Diesel,"148,000 mi","€14,000",/cars-for-sale/car/37521758
2015 Audi A4 S-Line,2015,2.0 Diesel,"151,000 mi","€19,500",/cars-for-sale/2015-audi-a4-s-line/37466495
Audi,2015,2.0 Diesel,"177,000 mi","€9,450",/cars-for-sale/audi/37680120
Audi A4 2014,2014,2.0 Diesel,"310,000 km","€8,500",/cars-for-sale/audi-a4-2014/37466000
Audi A4 2014,2014,2.0 Diesel,"197,000 km","€11,500",/cars-for-sale/audi-a4-2014/37679450
Napo Sales,Independent Dealer,2015,2.0 Diesel,"€9,200",/cars-for-sale/audi-a4-2015-2-0-diesel-nct-05-25/37597066
Audi A4 Avant,2016,2.0 Diesel,"241,000 km","€14,750",/cars-for-sale/audi-a4-avant/37622147
Audi a4 2016 Ultra 2026nct,2016,2.0 Diesel,"227,000 km","€13,000",/cars-for-sale/audi-a4-2016-ultra-2026nct/37675849
Cartwright,Independent Dealer,2015,2.0 Diesel,€1,/cars-for-sale/audi-a4-2-0-tdi-190-multitronic-se-4-4dr/37403576
O'Connell Automotive Ltd,Independent Dealer,2016,2.0 Diesel,"€19,999",/cars-for-sale/2016-audi-a4-2-0-tdi-150-s-line/37318745
Audi A4 for sale,2015,2.0 Diesel,"146,450 km","€12,000",/cars-for-sale/audi-a4-for-sale/37674337
Family Audi A4 Estate,2015,2.0 Diesel,"82,667 mi","€13,000",/cars-for-sale/family-audi-a4-estate/36845448
T K Car Sales,Independent Dealer,2016,2.0 Diesel,"€15,950",/cars-for-sale/16-audi-a4-se-ultra/37091825
Audi A4 2015 S-line SE Ultra 161 BHP,2015,2.0 Diesel,"133,000 mi","€13,000",/cars-for-sale/audi-a4-2015-s-line-se-ultra-161-bhp/37625064
Audi a4 ultra,2015,2.0 Diesel,"145,600 km","€15,200",/cars-for-sale/audi-a4-ultra/37457558
McCuddy's Motors,Independent Dealer,2016,2.0 Diesel,"€14,450",/cars-for-sale/2016-audi-a4-ultra-sport-2-0-tdi-190-bhp/37613579
Dunboyne Auto Link,Independent Dealer,2015,2.0 Diesel,"€13,499",/cars-for-sale/151-audi-a4-2-0tdis-linemint/36881650
Bill Griffin Motors,Independent Dealer4.3/5,2016,1.4 Petrol,"€22,500",/cars-for-sale/audi-a4-1-4-tfsi-sport-1st-edition-s-line-pack-au/36779596
Bill Griffin Motors,Independent Dealer4.3/5,2016,1.4 Petrol,"€22,700",/cars-for-sale/audi-a4-1-4-tfsi-s-line-pack-auto-new-nct-1/36772268
Audi A4 2016,2016,2.0 Diesel,"274,000 km","€14,200",/cars-for-sale/audi-a4-2016/37380876
2014 AUDI A4 2LT 136 BHP NEW NCT,2014,2.0 Diesel,"258,310 km","€7,850",/cars-for-sale/2014-audi-a4-2lt-136-bhp-new-nct/37413479
2016 Audi A4 Black Edition OPEN TO OFFERS,2016,2.0 Diesel,"140,700 mi","€14,500",/cars-for-sale/2016-audi-a4-black-edition-open-to-offers/36552631
Audi a4,2014,2.0 Diesel,370 km,"€7,800",/cars-for-sale/audi-a4/37663295
Dunboyne Auto Link,Independent Dealer,2016,2.0 Diesel,"€13,795",/cars-for-sale/162-audi-a4-2-0tdis-line150-bhp/37662933
Audi A4 2014,2014,2.0 Diesel,"190,000 mi","€10,999",/cars-for-sale/audi-a4-2014/37662282
Autovision Motor Co,Independent Dealer,2015,2.0 Diesel,"€16,995",/cars-for-sale/2015-audi-a4-2-0-tdi-s-line-150ps-4dr-aut/37169137
Conor Cassidy Cars,Independent Dealer,2016,2.0 Diesel,"€14,950",/cars-for-sale/2016-audi-a4-2-0-tdi-se-ultra/37418618
JMC Car Sales,Independent Dealer,2015,2.0 Diesel,"€11,995",/cars-for-sale/stunning-audi-a4-auto/37611812
Leinster Trade Cars,Independent Dealer,2015,2.0 Diesel,"€13,995",/cars-for-sale/2015-audi-a4auto-full-leather-nct-2026/37484559?campaign=3
JMC Car Sales,Independent Dealer,2016,2.0 Diesel,"€19,995",/cars-for-sale/stunning-audi-a4-sline/37702836?campaign=3
Liam Flood Cars,Independent Dealer,2015,2.0 Diesel,"€11,750",/cars-for-sale/audi-a4-tdi-automatic-audi-history-nct-jun25/37702146?campaign=3
Audi A4. 2 L 140 BHP,2014,2.0 Diesel,"140,000 mi","€9,300",/cars-for-sale/audi-a4-2-l-140-bhp/36537460
Audi A4 2014,2014,2.0 Diesel,"211,600 km","€8,500",/cars-for-sale/audi-a4-2014/37296269
Audi A4,2015,2.0 Diesel,"147,000 mi","€14,950",/cars-for-sale/audi-a4/37155601
A4 BLACK EDITION  190,2015,2.0 Diesel,"104,000 mi","€14,000",/cars-for-sale/a4-black-edition-190/37285108
Audi A4 2016,2016,2.0 Diesel,"189,000 km","€12,800",/cars-for-sale/audi-a4-2016/37288308
Audi A4,2015,2.0 Diesel,"133,000 mi","€7,495",/cars-for-sale/audi-a4/37076828
Audi a4 2015 2.0 TDI 163bhp,2015,2.0 Diesel,"160,000 mi","€13,000",/cars-for-sale/audi-a4-2015-2-0-tdi-163bhp/37070543
2015 Audi A4 2.0d Quattro 143bhp,2015,2.0 Diesel,"151,244 mi","€10,995",/cars-for-sale/2015-audi-a4-2-0d-quattro-143bhp/37274325
Audi a4,2016,2.0 Diesel,"280,000 km","€9,000",/cars-for-sale/audi-a4/37267130
Audi A4 2014,2014,2.0 Diesel,"196,000 km","€9,750",/cars-for-sale/audi-a4-2014/37059622
Audi A4 2015,2015,2.0 Diesel,"131,311 km","€16,000",/cars-for-sale/audi-a4-2015/37055154
Audi A4 2016,2016,2.0 Diesel,"185,000 km","€15,000",/cars-for-sale/audi-a4-2016/37042635
Audi A4 2015,2015,2.0 Diesel,"82,900 km","€13,495",/cars-for-sale/audi-a4-2015/36730494
161 Audi A4 2.0 TDI SLine Black Edition,2016,2.0 Diesel,"172,000 mi","€14,000",/cars-for-sale/161-audi-a4-2-0-tdi-sline-black-edition/37040117
2015 Audi A4 Avant 2.0 TDI 150 SE Multitronic Auto,2015,2.0 Diesel,"260,700 km","€14,250",/cars-for-sale/2015-audi-a4-avant-2-0-tdi-150-se-multitronic-auto/37034806
Ace Autos,Independent Dealer,2015,2.0 Petrol,"€15,950",/cars-for-sale/audi-a4-s-line-2-0l-petrol-auto-12m-warrant/37237738
161 Audi A4 2.0 TDI,2016,2.0 Diesel,"136,000 mi","€13,500",/cars-for-sale/161-audi-a4-2-0-tdi/37227857
Audi A4 2015,2015,2.0 Diesel,"126,000 mi","€13,750",/cars-for-sale/audi-a4-2015/37019685
2016 Audi A4,2016,2.0 Diesel,"217,000 km","€14,500",/cars-for-sale/2016-audi-a4/37220015
Audi A4 2.0 TDI 120 SE,2014,2.0 Diesel,"183,720 km","€10,000",/cars-for-sale/audi-a4-2-0-tdi-120-se/35992873
Audi A4 2016,2016,2.0 Diesel,"198,722 km","€16,000",/cars-for-sale/audi-a4-2016/36876575
Audi A4,2014,2.0 Diesel,"157,434 mi","€8,750",/cars-for-sale/audi-a4/36996350
Audi A4 Avant Sline Fresh 2 year NCT,2016,2.0 Diesel,"169,000 km","€16,250",/cars-for-sale/audi-a4-avant-sline-fresh-2-year-nct/37192635
Audi A4 2014,2014,2.0 Diesel,"159,000 mi","€9,500",/cars-for-sale/audi-a4-2014/37191489
Audi a4 black edition,2015,2.0 Diesel,"160,000 km","€12,000",/cars-for-sale/audi-a4-black-edition/37190747
"Audi A4 €14,850 reasonable offers considered",2015,2.0 Diesel,"88,500 mi","Audi A4 €14,850 reasonable offers considered",/cars-for-sale/audi-a4-14-850-reasonable-offers-considered/36981615
Audi A4 SE Teknik,2015,2.0 Diesel,"278,000 km","€9,000",/cars-for-sale/audi-a4-se-teknik/37181164
Dermot Cleary Motors,Independent Dealer,2014,2.0 Diesel,"€12,250",/cars-for-sale/2014-audi-a4-2-0-tdi-technik-136ps-4dr/35183161
JMC Car Sales,Independent Dealer,2016,2.0 Diesel,"€19,995",/cars-for-sale/stunning-audi-a4-sline/37702836?campaign=3
Leinster Trade Cars,Independent Dealer,2015,2.0 Diesel,"€13,995",/cars-for-sale/2015-audi-a4auto-full-leather-nct-2026/37484559?campaign=3
GMG Motors,Independent Dealer,2016,2.0 Diesel,"€15,950",/cars-for-sale/audi-a4-mint-condition-fash-2-0-tdi-120-se-4dr/37041544?campaign=3
Dermot Cleary Motors,Independent Dealer,2014,2.0 Diesel,"€11,750",/cars-for-sale/2014-audi-a4-2-0-tdi-s-line-148bhp-4dr/35842259
T-Met Ltd,Independent Dealer,2016,2.0 Diesel,"€1,234",/cars-for-sale/2016-audi-a4-breaking-for-parts/36976344
DG Cars & 4X4 LTD,Independent Dealer,2015,2.0 Diesel,"€13,450",/cars-for-sale/now-reserved/36832287
DG Cars & 4X4 LTD,Independent Dealer,2016,2.0 Diesel,"€17,950",/cars-for-sale/now-reserved/36261748
DG Cars & 4X4 LTD,Independent Dealer,2016,2.0 Diesel,"€18,600",/cars-for-sale/now-reserved/36307098
Country Cars,Independent Dealer,2016,2.0 Diesel,€0,/cars-for-sale/162-audi-a4-2-0-tdi-150ps-black-edition-styling/36454663
DG Cars & 4X4 LTD,Independent Dealer,2016,2.0 Diesel,"€18,450",/cars-for-sale/now-reserved/36183583
DG Cars & 4X4 LTD,Independent Dealer,2016,2.0 Diesel,"€16,995",/cars-for-sale/now-reserved/35825619
DG Cars & 4X4 LTD,Independent Dealer,2016,2.0 Diesel,"€20,500",/cars-for-sale/deposit-taken/34531084
Empire Trade Sales,Independent Dealer,2015,2.0 Diesel,"€12,250",/cars-for-sale/cash-for-cars-vans-jeeps/34392907
DG Cars & 4X4 LTD,Independent Dealer,2016,2.0 Diesel,"€19,450",/cars-for-sale/now-reserved/32278800
JMC Car Sales,Independent Dealer,2016,2.0 Diesel,"€19,995",/cars-for-sale/stunning-audi-a4-sline/37702836?campaign=3
Leinster Trade Cars,Independent Dealer,2015,2.0 Diesel,"€13,995",/cars-for-sale/2015-audi-a4auto-full-leather-nct-2026/37484559?campaign=3
SPOTLIGHT,2015,2.0 Diesel,149 mi,"€15,250",/cars-for-sale/audi-a4/37512981?campaign=3
Automatic Motor Car Centre,Independent Dealer,2016,2.0 Petrol,"€22,450",/cars-for-sale/audi-a4-audi-a4-automatic-2-0-tfsi-26k-kms-re/37421841
Automatic Motor Car Centre,Independent Dealer,2016,2.0 Petrol,"€21,950",/cars-for-sale/audi-a4-audi-a4-automatic-2-0-tfsi-46k-kms-cr/37420418
Automatic Motor Car Centre,Independent Dealer,2016,2.0 Petrol,"€22,950",/cars-for-sale/audi-a4-audi-a4-automatic-2-0-tfsi-360-degrees/36709291
Evra Motors,Independent Dealer,2015,2.0 Diesel,"€14,950",/cars-for-sale/audi-a4-automatic-avant-2-0-tdi-150-low-miles-/37365842
2015 Audi A4 2.0 TDI SLINE BLACK ED 177bhp Auto,2015,2.0 Diesel,"82,000 mi","€17,500",/cars-for-sale/2015-audi-a4-2-0-tdi-sline-black-ed-177bhp-auto/37415021
Audi A4,2014,2.0 Diesel,"325,305 km","€8,000",/cars-for-sale/audi-a4/37413457
Audi A4,2015,2.0 Diesel,167 mi,"€10,000",/cars-for-sale/audi-a4/37196008
Automatic Motor Car Centre,Independent Dealer,2016,2.0 Petrol,"€21,950",/cars-for-sale/audi-a4-audi-a4-automatic-2-0-tfsi-37k-kms-re/37404979
142 Audi A4 S-Line Estate,2014,2.0 Diesel,"147,000 mi","€11,495",/cars-for-sale/142-audi-a4-s-line-estate/36937280
Automatic Motor Car Centre,Independent Dealer,2016,2.0 Petrol,"€22,950",/cars-for-sale/audi-a4-audi-a4-automatic-2-0-tfsi-sport-45k-km/37394896
AUDI A4 SE TDI ULTRA 2016,2016,2.0 Diesel,44 days,"€14,000",/cars-for-sale/audi-a4-se-tdi-ultra-2016/37384506
Audi A4 2016,2016,2.0 Diesel,"103,000 mi","€16,250",/cars-for-sale/audi-a4-2016/37371768
2014 Audi A4 S Line Fresh NCT***,2014,2.0 Diesel,"185,000 mi","€9,250",/cars-for-sale/2014-audi-a4-s-line-fresh-nct/37044398
The Eagles Car Sales,Independent Dealer,2015,2.0 Diesel,"€13,950",/cars-for-sale/audi-a4-2-0-tdi-technik-136ps-4dr/37362792
Audi A4 Sline,2014,2.0 Diesel,48 days,"€9,500",/cars-for-sale/audi-a4-sline/37148335
Audi A4 2015,2015,2.0 Diesel,"183,000 km","€14,850",/cars-for-sale/audi-a4-2015/36563402
North Road Motor Company,Independent Dealer,2016,1.4 Petrol,"€16,950",/cars-for-sale/audi-a4-1-4-tfsi-nct-tax/36924112
Audi A4,2015,2.0 Diesel,"225,000 km","€12,250",/cars-for-sale/audi-a4/37113901
"162    Audi A4 Estate Sline,auto,Full leather",2016,2.0 Diesel,170 mi,"€14,950",/cars-for-sale/162-audi-a4-estate-sline-auto-full-leather/34731520
T-Met Ltd,Independent Dealer,2014,2.0 Diesel,"€1,234",/cars-for-sale/audi-a4-2014-breaking-for-parts/31974499
Audi A4,2014,2.0 Diesel,"193,819 km","€12,400",/cars-for-sale/audi-a4/37112272
Audi A4 2014,2014,2.0 Diesel,"337,000 km","€7,000",/cars-for-sale/audi-a4-2014/37312355
Audi a4 tdi €6990 cheap car no offers!!,2015,2.0 Diesel,"149,000 mi",Audi a4 tdi €6990 cheap car no offers!!,/cars-for-sale/audi-a4-tdi-6990-cheap-car-no-offers/37139820
Long Mile Motors Ltd,Independent Dealer,2016,2.0 Diesel,"€16,995",/cars-for-sale/2016-audi-a4-automatic-nct-06-26-new-timing-belt/37115702
